---
1071819548076  0.4 0.4 0.4 0.55 0.55 0.55 0.4 0.4 0.4 0.45 0.45 0.45  1 4116
1071819554215  0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.4 0.4 0.5 0.5 0.5  1 3058
1071819559294  0.35 0.35 0.35 0.6 0.6 0.6 0.35 0.35 0.35 0.6 0.6 0.6  0 3839
1071819565156  0.350472699793 0.350472699793 0.350472699793 0.384971815354 0.384971815354 0.384971815354 0.349527300207 0.349527300207 0.349527300207 0.415028184646 0.415028184646 0.415028184646  1 1616
1071819568794  0.536475883948 0.536475883948 0.536475883948 0.606570240776 0.606570240776 0.606570240776 0.563524116052 0.563524116052 0.563524116052 0.593429759224 0.593429759224 0.593429759224  1 843
1071819571656  0.35 0.35 0.35 0.5 0.5 0.5 0.35 0.35 0.35 0.5 0.5 0.5  0 2178
1071819575856  0.45 0.45 0.45 0.6 0.6 0.6 0.45 0.45 0.45 0.6 0.6 0.6  1 3510
1071819581384  0.453867722691 0.453867722691 0.453867722691 0.514529642116 0.514529642116 0.514529642116 0.446132277309 0.446132277309 0.446132277309 0.485470357884 0.485470357884 0.485470357884  1 1764
1071819585166  0.545344217124 0.545344217124 0.545344217124 0.592942151395 0.592942151395 0.592942151395 0.554655782876 0.554655782876 0.554655782876 0.607057848605 0.607057848605 0.607057848605  0 2591
1071819589774  0.35 0.35 0.35 0.6 0.6 0.6 0.35 0.35 0.35 0.6 0.6 0.6  0 1748
1071819593535  0.358413366348 0.358413366348 0.358413366348 0.399160471673 0.399160471673 0.399160471673 0.341586633652 0.341586633652 0.341586633652 0.400839528327 0.400839528327 0.400839528327  1 1669
1071819597224  0.442183174466 0.442183174466 0.442183174466 0.503222852727 0.503222852727 0.503222852727 0.457816825534 0.457816825534 0.457816825534 0.496777147273 0.496777147273 0.496777147273  1 1870
1071819601115  0.345075863408 0.345075863408 0.345075863408 0.514206430152 0.514206430152 0.514206430152 0.354924136592 0.354924136592 0.354924136592 0.485793569848 0.485793569848 0.485793569848  1 3013
1071819606146  0.435055603393 0.435055603393 0.435055603393 0.59834628029 0.59834628029 0.59834628029 0.464944396607 0.464944396607 0.464944396607 0.60165371971 0.60165371971 0.60165371971  0 1984
1071819610154  0.353919005833 0.353919005833 0.353919005833 0.405454195111 0.405454195111 0.405454195111 0.346080994167 0.346080994167 0.346080994167 0.394545804889 0.394545804889 0.394545804889  0 2662
1071819614834  0.455321590174 0.455321590174 0.455321590174 0.504097258723 0.504097258723 0.504097258723 0.444678409826 0.444678409826 0.444678409826 0.495902741277 0.495902741277 0.495902741277  1 3455
1071819620316  0.549202637156 0.549202637156 0.549202637156 0.586623235786 0.586623235786 0.586623235786 0.550797362844 0.550797362844 0.550797362844 0.613376764214 0.613376764214 0.613376764214  1 2440
1071819624774  0.358281949894 0.358281949894 0.358281949894 0.501702600092 0.501702600092 0.501702600092 0.341718050106 0.341718050106 0.341718050106 0.498297399908 0.498297399908 0.498297399908  0 1856
1071819628644  0.44930361607 0.44930361607 0.44930361607 0.566346650686 0.566346650686 0.566346650686 0.45069638393 0.45069638393 0.45069638393 0.633653349314 0.633653349314 0.633653349314  0 3055
1071819633714  0.365015363203 0.365015363203 0.365015363203 0.600780158131 0.600780158131 0.600780158131 0.334984636797 0.334984636797 0.334984636797 0.599219841869 0.599219841869 0.599219841869  0 2076
1071819637814  0.561983299052 0.561983299052 0.561983299052 0.605997845628 0.605997845628 0.605997845628 0.538016700948 0.538016700948 0.538016700948 0.594002154372 0.594002154372 0.594002154372  1 1675
1071819641515  0.45 0.45 0.45 0.5 0.5 0.5 0.45 0.45 0.45 0.5 0.5 0.5  0 2138
1071819645674  0.339630385275 0.339630385275 0.339630385275 0.391512085133 0.391512085133 0.391512085133 0.360369614725 0.360369614725 0.360369614725 0.408487914867 0.408487914867 0.408487914867  0 2289
1071819649974  0.352656051027 0.352656051027 0.352656051027 0.633555599586 0.633555599586 0.633555599586 0.347343948973 0.347343948973 0.347343948973 0.566444400414 0.566444400414 0.566444400414  0 2087
1071819654084  0.360018235005 0.360018235005 0.360018235005 0.508899919985 0.508899919985 0.508899919985 0.339981764995 0.339981764995 0.339981764995 0.491100080015 0.491100080015 0.491100080015  0 2083
1071819658184  0.382852740342 0.382852740342 0.382852740342 0.601389468612 0.601389468612 0.601389468612 0.517147259658 0.517147259658 0.517147259658 0.598610531388 0.598610531388 0.598610531388  1 991
1071819661194  0.45258031913 0.45258031913 0.45258031913 0.493799290024 0.493799290024 0.493799290024 0.44741968087 0.44741968087 0.44741968087 0.506200709976 0.506200709976 0.506200709976  1 1553
1071819664765  0.362392984596 0.362392984596 0.362392984596 0.417247679353 0.417247679353 0.417247679353 0.337607015404 0.337607015404 0.337607015404 0.382752320647 0.382752320647 0.382752320647  0 2157
