---
1071659661155  0.4 0.4 0.4 0.55 0.55 0.55 0.4 0.4 0.4 0.45 0.45 0.45  1 6730
1071659669905  0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.4 0.4 0.5 0.5 0.5  0 1732
1071659673655  0.338932054652 0.338932054652 0.338932054652 0.589823047381 0.589823047381 0.589823047381 0.361067945348 0.361067945348 0.361067945348 0.610176952619 0.610176952619 0.610176952619  0 2733
1071659678407  0.541392829437 0.541392829437 0.541392829437 0.612328276187 0.612328276187 0.612328276187 0.558607170563 0.558607170563 0.558607170563 0.587671723813 0.587671723813 0.587671723813  1 1994
1071659682425  0.444913175336 0.444913175336 0.444913175336 0.514148992673 0.514148992673 0.514148992673 0.455086824664 0.455086824664 0.455086824664 0.485851007327 0.485851007327 0.485851007327  1 1501
1071659685945  0.361081014313 0.361081014313 0.361081014313 0.389837278877 0.389837278877 0.389837278877 0.338918985687 0.338918985687 0.338918985687 0.410162721123 0.410162721123 0.410162721123  1 2456
1071659690417  0.35 0.35 0.35 0.5 0.5 0.5 0.35 0.35 0.35 0.5 0.5 0.5  0 3202
1071659695635  0.464753202469 0.464753202469 0.464753202469 0.602900481985 0.602900481985 0.602900481985 0.435246797531 0.435246797531 0.435246797531 0.597099518015 0.597099518015 0.597099518015  0 2454
1071659700105  0.542494842375 0.542494842375 0.542494842375 0.596106139429 0.596106139429 0.596106139429 0.557505157625 0.557505157625 0.557505157625 0.603893860571 0.603893860571 0.603893860571  0 3630
1071659705757  0.36935426053 0.36935426053 0.36935426053 0.572460111294 0.572460111294 0.572460111294 0.33064573947 0.33064573947 0.33064573947 0.627539888706 0.627539888706 0.627539888706  1 7427
1071659715330  0.441738131898 0.441738131898 0.441738131898 0.498202480432 0.498202480432 0.498202480432 0.458261868102 0.458261868102 0.458261868102 0.501797519568 0.501797519568 0.501797519568  0 3404
1071659720757  0.343520624389 0.343520624389 0.343520624389 0.394567943961 0.394567943961 0.394567943961 0.356479375611 0.356479375611 0.356479375611 0.405432056039 0.405432056039 0.405432056039  0 1855
1071659724624  0.4521267596 0.4521267596 0.4521267596 0.566406700605 0.566406700605 0.566406700605 0.4478732404 0.4478732404 0.4478732404 0.633593299395 0.633593299395 0.633593299395  0 2373
1071659729014  0.348526281785 0.348526281785 0.348526281785 0.485036780645 0.485036780645 0.485036780645 0.351473718215 0.351473718215 0.351473718215 0.514963219355 0.514963219355 0.514963219355  0 1923
