---
1071735563856  0.4 0.4 0.4 0.55 0.55 0.55 0.4 0.4 0.4 0.45 0.45 0.45  1 18145
1071735584024  0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.4 0.4 0.5 0.5 0.5  1 7848
1071735593884  0.563315515812 0.563315515812 0.563315515812 0.606983324243 0.606983324243 0.606983324243 0.536684484188 0.536684484188 0.536684484188 0.593016675757 0.593016675757 0.593016675757  1 9592
1071735605497  0.335031014724 0.335031014724 0.335031014724 0.601413951429 0.601413951429 0.601413951429 0.364968985276 0.364968985276 0.364968985276 0.598586048571 0.598586048571 0.598586048571  0 9473
1071735616987  0.341190023079 0.341190023079 0.341190023079 0.387815826434 0.387815826434 0.387815826434 0.358809976921 0.358809976921 0.358809976921 0.412184173566 0.412184173566 0.412184173566  1 12972
1071735631975  0.446425554425 0.446425554425 0.446425554425 0.585395441887 0.585395441887 0.585395441887 0.453574445575 0.453574445575 0.453574445575 0.614604558113 0.614604558113 0.614604558113  0 22713
1071735656705  0.340381949418 0.340381949418 0.340381949418 0.488443059149 0.488443059149 0.488443059149 0.359618050582 0.359618050582 0.359618050582 0.511556940851 0.511556940851 0.511556940851  0 11114
1071735669845  0.451814760809 0.451814760809 0.451814760809 0.514925696702 0.514925696702 0.514925696702 0.448185239191 0.448185239191 0.448185239191 0.485074303298 0.485074303298 0.485074303298  1 17212
1071735689075  0.35614639267 0.35614639267 0.35614639267 0.394193848239 0.394193848239 0.394193848239 0.34385360733 0.34385360733 0.34385360733 0.405806151761 0.405806151761 0.405806151761  1 12267
1071735703355  0.552916053198 0.552916053198 0.552916053198 0.592063617016 0.592063617016 0.592063617016 0.547083946802 0.547083946802 0.547083946802 0.607936382984 0.607936382984 0.607936382984  1 15402
1071735720847  0.327159084685 0.327159084685 0.327159084685 0.524724996627 0.524724996627 0.524724996627 0.372840915315 0.372840915315 0.372840915315 0.475275003373 0.475275003373 0.475275003373  1 9193
1071735732055  0.418628676832 0.418628676832 0.418628676832 0.61220135047 0.61220135047 0.61220135047 0.481371323168 0.481371323168 0.481371323168 0.58779864953 0.58779864953 0.58779864953  1 10262
1071735744335  0.35 0.35 0.35 0.6 0.6 0.6 0.35 0.35 0.35 0.6 0.6 0.6  0 12218
1071735758565  0.45 0.45 0.45 0.5 0.5 0.5 0.45 0.45 0.45 0.5 0.5 0.5  1 21903
1071735782485  0.331150134945 0.331150134945 0.331150134945 0.498274010167 0.498274010167 0.498274010167 0.368849865055 0.368849865055 0.368849865055 0.501725989833 0.501725989833 0.501725989833  1 12615
1071735797125  0.343564772637 0.343564772637 0.343564772637 0.398077839807 0.398077839807 0.398077839807 0.356435227363 0.356435227363 0.356435227363 0.401922160193 0.401922160193 0.401922160193  0 9630
1071735808765  0.466182852656 0.466182852656 0.466182852656 0.609818947674 0.609818947674 0.609818947674 0.433817147344 0.433817147344 0.433817147344 0.590181052326 0.590181052326 0.590181052326  0 17259
1071735828035  0.441811674028 0.441811674028 0.441811674028 0.502107334547 0.502107334547 0.502107334547 0.458188325972 0.458188325972 0.458188325972 0.497892665453 0.497892665453 0.497892665453  0 23858
1071735853907  0.357512475467 0.357512475467 0.357512475467 0.632811516011 0.632811516011 0.632811516011 0.342487524533 0.342487524533 0.342487524533 0.567188483989 0.567188483989 0.567188483989  0 3215
1071735859145  0.556617656455 0.556617656455 0.556617656455 0.598853931035 0.598853931035 0.598853931035 0.543382343545 0.543382343545 0.543382343545 0.601146068965 0.601146068965 0.601146068965  1 10766
1071735871925  0.363395081765 0.363395081765 0.363395081765 0.40038130415 0.40038130415 0.40038130415 0.336604918235 0.336604918235 0.336604918235 0.39961869585 0.39961869585 0.39961869585  1 3403
1071735877345  0.351089025961 0.351089025961 0.351089025961 0.488106539201 0.488106539201 0.488106539201 0.348910974039 0.348910974039 0.348910974039 0.511893460799 0.511893460799 0.511893460799  0 17300
1071735896656  0.284532418605 0.284532418605 0.284532418605 0.614989359192 0.614989359192 0.614989359192 0.415467581395 0.415467581395 0.415467581395 0.585010640808 0.585010640808 0.585010640808  1 7388
