---
1071732951236  0.4 0.4 0.4 0.55 0.55 0.55 0.4 0.4 0.4 0.45 0.45 0.45  1 4601
1071732957855  0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.4 0.4 0.5 0.5 0.5  1 5547
1071732965424  0.549559787909 0.549559787909 0.549559787909 0.615029171373 0.615029171373 0.615029171373 0.550440212091 0.550440212091 0.550440212091 0.584970828627 0.584970828627 0.584970828627  1 1328
1071732968776  0.347039883272 0.347039883272 0.347039883272 0.514741352984 0.514741352984 0.514741352984 0.352960116728 0.352960116728 0.352960116728 0.485258647016 0.485258647016 0.485258647016  1 3956
1071732974754  0.455528137671 0.455528137671 0.455528137671 0.613982470194 0.613982470194 0.613982470194 0.444471862329 0.444471862329 0.444471862329 0.586017529806 0.586017529806 0.586017529806  1 3667
1071732980444  0.463943660531 0.463943660531 0.463943660531 0.505625309754 0.505625309754 0.505625309754 0.436056339469 0.436056339469 0.436056339469 0.494374690246 0.494374690246 0.494374690246  1 6104
1071732988564  0.363320621026 0.363320621026 0.363320621026 0.393026418831 0.393026418831 0.393026418831 0.336679378974 0.336679378974 0.336679378974 0.406973581169 0.406973581169 0.406973581169  1 2277
1071732992865  0.357811970086 0.357811970086 0.357811970086 0.587153097564 0.587153097564 0.587153097564 0.342188029914 0.342188029914 0.342188029914 0.612846902436 0.612846902436 0.612846902436  1 7803
1071733002685  0.358436026052 0.358436026052 0.358436026052 0.500568335797 0.500568335797 0.500568335797 0.341563973948 0.341563973948 0.341563973948 0.499431664203 0.499431664203 0.499431664203  1 4740
1071733009445  0.541588468127 0.541588468127 0.541588468127 0.600857713634 0.600857713634 0.600857713634 0.558411531873 0.558411531873 0.558411531873 0.599142286366 0.599142286366 0.599142286366  1 8116
1071733019716  0.442610114367 0.442610114367 0.442610114367 0.604108422016 0.604108422016 0.604108422016 0.457389885633 0.457389885633 0.457389885633 0.595891577984 0.595891577984 0.595891577984  1 6014
1071733027754  0.345134279176 0.345134279176 0.345134279176 0.393085211356 0.393085211356 0.393085211356 0.354865720824 0.354865720824 0.354865720824 0.406914788644 0.406914788644 0.406914788644  0 15098
1071733044864  0.452112812819 0.452112812819 0.452112812819 0.491813085861 0.491813085861 0.491813085861 0.447887187181 0.447887187181 0.447887187181 0.508186914139 0.508186914139 0.508186914139  1 1642
1071733048524  0.342264060397 0.342264060397 0.342264060397 0.596587555191 0.596587555191 0.596587555191 0.357735939603 0.357735939603 0.357735939603 0.603412444809 0.603412444809 0.603412444809  1 11761
1071733062306  0.546069212928 0.546069212928 0.546069212928 0.594554289392 0.594554289392 0.594554289392 0.553930787072 0.553930787072 0.553930787072 0.605445710608 0.605445710608 0.605445710608  1 1319
1071733065634  0.455761215544 0.455761215544 0.455761215544 0.603451846821 0.603451846821 0.603451846821 0.444238784456 0.444238784456 0.444238784456 0.596548153179 0.596548153179 0.596548153179  0 8083
1071733075736  0.352959523855 0.352959523855 0.352959523855 0.506028936024 0.506028936024 0.506028936024 0.347040476145 0.347040476145 0.347040476145 0.493971063976 0.493971063976 0.493971063976  0 2842
1071733080594  0.350724988073 0.350724988073 0.350724988073 0.6066769187 0.6066769187 0.6066769187 0.349275011927 0.349275011927 0.349275011927 0.5933230813 0.5933230813 0.5933230813  0 2279
1071733084884  0.351198882184 0.351198882184 0.351198882184 0.413346770765 0.413346770765 0.413346770765 0.348801117816 0.348801117816 0.348801117816 0.386653229235 0.386653229235 0.386653229235  1 2656
1071733089556  0.443529019308 0.443529019308 0.443529019308 0.501798126778 0.501798126778 0.501798126778 0.456470980692 0.456470980692 0.456470980692 0.498201873222 0.498201873222 0.498201873222  0 6357
1071733097924  0.554242789962 0.554242789962 0.554242789962 0.59479369763 0.59479369763 0.59479369763 0.545757210038 0.545757210038 0.545757210038 0.60520630237 0.60520630237 0.60520630237  1 1242
1071733101185  0.341182768249 0.341182768249 0.341182768249 0.489908913211 0.489908913211 0.489908913211 0.358817231751 0.358817231751 0.358817231751 0.510091086789 0.510091086789 0.510091086789  0 4754
