---
1071823321125  0.4 0.4 0.4 0.55 0.55 0.55 0.4 0.4 0.4 0.45 0.45 0.45  1 2807
1071823325945  0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.4 0.4 0.5 0.5 0.5  0 4427
1071823332385  0.551239821669 0.551239821669 0.551239821669 0.614984412603 0.614984412603 0.614984412603 0.548760178331 0.548760178331 0.548760178331 0.585015587397 0.585015587397 0.585015587397  1 2284
1071823336688  0.339911849167 0.339911849167 0.339911849167 0.611148945762 0.611148945762 0.611148945762 0.360088150833 0.360088150833 0.360088150833 0.588851054238 0.588851054238 0.588851054238  1 7532
1071823346246  0.357221903664 0.357221903664 0.357221903664 0.413187641423 0.413187641423 0.413187641423 0.342778096336 0.342778096336 0.342778096336 0.386812358577 0.386812358577 0.386812358577  1 7184
1071823355445  0.436345638267 0.436345638267 0.436345638267 0.506295092096 0.506295092096 0.506295092096 0.463654361733 0.463654361733 0.463654361733 0.493704907904 0.493704907904 0.493704907904  1 1550
1071823359017  0.446906710303 0.446906710303 0.446906710303 0.585286015574 0.585286015574 0.585286015574 0.453093289697 0.453093289697 0.453093289697 0.614713984426 0.614713984426 0.614713984426  0 4075
1071823365117  0.336116705784 0.336116705784 0.336116705784 0.505772687464 0.505772687464 0.505772687464 0.363883294216 0.363883294216 0.363883294216 0.494227312536 0.494227312536 0.494227312536  1 9326
1071823376465  0.343043650604 0.343043650604 0.343043650604 0.595193884707 0.595193884707 0.595193884707 0.356956349396 0.356956349396 0.356956349396 0.604806115293 0.604806115293 0.604806115293  0 7199
1071823385675  0.356822421532 0.356822421532 0.356822421532 0.395005592571 0.395005592571 0.395005592571 0.343177578468 0.343177578468 0.343177578468 0.404994407429 0.404994407429 0.404994407429  1 3431
1071823391196  0.445488060814 0.445488060814 0.445488060814 0.492849339478 0.492849339478 0.492849339478 0.454511939186 0.454511939186 0.454511939186 0.507150660522 0.507150660522 0.507150660522  1 7477
1071823400697  0.418245198227 0.418245198227 0.418245198227 0.61116536766 0.61116536766 0.61116536766 0.481754801773 0.481754801773 0.481754801773 0.58883463234 0.58883463234 0.58883463234  1 1967
1071823404685  0.541736737437 0.541736737437 0.541736737437 0.601791098252 0.601791098252 0.601791098252 0.558263262563 0.558263262563 0.558263262563 0.598208901748 0.598208901748 0.598208901748  1 4492
1071823411195  0.34576251358 0.34576251358 0.34576251358 0.492683358013 0.492683358013 0.492683358013 0.35423748642 0.35423748642 0.35423748642 0.507316641987 0.507316641987 0.507316641987  1 12720
1071823425935  0.44687298069 0.44687298069 0.44687298069 0.505943786778 0.505943786778 0.505943786778 0.45312701931 0.45312701931 0.45312701931 0.494056213222 0.494056213222 0.494056213222  1 3055
1071823431015  0.35 0.35 0.35 0.4 0.4 0.4 0.35 0.35 0.35 0.4 0.4 0.4  1 11577
1071823444615  0.434148059031 0.434148059031 0.434148059031 0.589655319192 0.589655319192 0.589655319192 0.465851940969 0.465851940969 0.465851940969 0.610344680808 0.610344680808 0.610344680808  1 5624
1071823452265  0.545486017031 0.545486017031 0.545486017031 0.595026991978 0.595026991978 0.595026991978 0.554513982969 0.554513982969 0.554513982969 0.604973008022 0.604973008022 0.604973008022  1 8200
1071823462485  0.355739401688 0.355739401688 0.355739401688 0.612109206275 0.612109206275 0.612109206275 0.344260598312 0.344260598312 0.344260598312 0.587890793725 0.587890793725 0.587890793725  1 12378
1071823476876  0.346649797851 0.346649797851 0.346649797851 0.505820910288 0.505820910288 0.505820910288 0.353350202149 0.353350202149 0.353350202149 0.494179089712 0.494179089712 0.494179089712  1 12313
