---
1071741195677  0.4 0.4 0.4 0.55 0.55 0.55 0.4 0.4 0.4 0.45 0.45 0.45  1 3001
1071741200695  0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.4 0.4 0.5 0.5 0.5  1 7068
1071741209787  0.357974924158 0.357974924158 0.357974924158 0.612746386292 0.612746386292 0.612746386292 0.342025075842 0.342025075842 0.342025075842 0.587253613708 0.587253613708 0.587253613708  1 7850
1071741219657  0.336864987158 0.336864987158 0.336864987158 0.407317186377 0.407317186377 0.407317186377 0.363135012842 0.363135012842 0.363135012842 0.392682813623 0.392682813623 0.392682813623  1 5323
1071741226995  0.55 0.55 0.55 0.6 0.6 0.6 0.55 0.55 0.55 0.6 0.6 0.6  1 12545
1071741241555  0.438763868458 0.438763868458 0.438763868458 0.509990952247 0.509990952247 0.509990952247 0.461236131542 0.461236131542 0.461236131542 0.490009047753 0.490009047753 0.490009047753  1 1030
1071741244597  0.45 0.45 0.45 0.6 0.6 0.6 0.45 0.45 0.45 0.6 0.6 0.6  1 11201
1071741257817  0.35915248841 0.35915248841 0.35915248841 0.488070970922 0.488070970922 0.488070970922 0.34084751159 0.34084751159 0.34084751159 0.511929029078 0.511929029078 0.511929029078  1 7108
1071741266935  0.344956332512 0.344956332512 0.344956332512 0.39321391428 0.39321391428 0.39321391428 0.355043667488 0.355043667488 0.355043667488 0.40678608572 0.40678608572 0.40678608572  1 14187
1071741283145  0.343478863534 0.343478863534 0.343478863534 0.605381851012 0.605381851012 0.605381851012 0.356521136466 0.356521136466 0.356521136466 0.594618148988 0.594618148988 0.594618148988  0 19995
1071741305196  0.546182529204 0.546182529204 0.546182529204 0.614542925963 0.614542925963 0.614542925963 0.553817470796 0.553817470796 0.553817470796 0.585457074037 0.585457074037 0.585457074037  1 6906
1071741314117  0.450258954943 0.450258954943 0.450258954943 0.584966613117 0.584966613117 0.584966613117 0.449741045057 0.449741045057 0.449741045057 0.615033386883 0.615033386883 0.615033386883  1 5768
1071741321905  0.35 0.35 0.35 0.5 0.5 0.5 0.35 0.35 0.35 0.5 0.5 0.5  1 5982
1071741329904  0.456394994885 0.456394994885 0.456394994885 0.505531146495 0.505531146495 0.505531146495 0.443605005115 0.443605005115 0.443605005115 0.494468853505 0.494468853505 0.494468853505  0 9464
1071741341384  0.352665041829 0.352665041829 0.352665041829 0.393835228871 0.393835228871 0.393835228871 0.347334958171 0.347334958171 0.347334958171 0.406164771129 0.406164771129 0.406164771129  1 4396
1071741347794  0.558388326974 0.558388326974 0.558388326974 0.601060901366 0.601060901366 0.601060901366 0.541611673026 0.541611673026 0.541611673026 0.598939098634 0.598939098634 0.598939098634  1 3481
1071741353294  0.363215466022 0.363215466022 0.363215466022 0.597780750988 0.597780750988 0.597780750988 0.336784533978 0.336784533978 0.336784533978 0.602219249012 0.602219249012 0.602219249012  0 8050
1071741363356  0.445605638314 0.445605638314 0.445605638314 0.487340489989 0.487340489989 0.487340489989 0.454394361686 0.454394361686 0.454394361686 0.512659510011 0.512659510011 0.512659510011  1 4310
1071741369684  0.357322591697 0.357322591697 0.357322591697 0.504227196704 0.504227196704 0.504227196704 0.342677408303 0.342677408303 0.342677408303 0.495772803296 0.495772803296 0.495772803296  0 9247
1071741380944  0.458400577824 0.458400577824 0.458400577824 0.599040920572 0.599040920572 0.599040920572 0.441599422176 0.441599422176 0.441599422176 0.600959079428 0.600959079428 0.600959079428  1 7436
1071741390394  0.343355524772 0.343355524772 0.343355524772 0.399021327446 0.399021327446 0.399021327446 0.356644475228 0.356644475228 0.356644475228 0.400978672554 0.400978672554 0.400978672554  1 4642
1071741397054  0.547398260514 0.547398260514 0.547398260514 0.593808247205 0.593808247205 0.593808247205 0.552601739486 0.552601739486 0.552601739486 0.606191752795 0.606191752795 0.606191752795  0 20571
1071741419636  0.343299147532 0.343299147532 0.343299147532 0.488395165467 0.488395165467 0.488395165467 0.356700852468 0.356700852468 0.356700852468 0.511604834533 0.511604834533 0.511604834533  0 10779
1071741432435  0.35 0.35 0.35 0.6 0.6 0.6 0.35 0.35 0.35 0.6 0.6 0.6  1 6266
1071741440716  0.4539961669 0.4539961669 0.4539961669 0.605397916369 0.605397916369 0.605397916369 0.4460038331 0.4460038331 0.4460038331 0.594602083631 0.594602083631 0.594602083631  1 19621
1071741462354  0.436839361888 0.436839361888 0.436839361888 0.497475873848 0.497475873848 0.497475873848 0.463160638112 0.463160638112 0.463160638112 0.502524126152 0.502524126152 0.502524126152  1 6796
1071741471164  0.558211763254 0.558211763254 0.558211763254 0.610589643649 0.610589643649 0.610589643649 0.541788236746 0.541788236746 0.541788236746 0.589410356351 0.589410356351 0.589410356351  1 8649
1071741481826  0.337098530546 0.337098530546 0.337098530546 0.61385094002 0.61385094002 0.61385094002 0.362901469454 0.362901469454 0.362901469454 0.58614905998 0.58614905998 0.58614905998  0 12361
1071741496196  0.350615121143 0.350615121143 0.350615121143 0.405299257016 0.405299257016 0.405299257016 0.349384878857 0.349384878857 0.349384878857 0.394700742984 0.394700742984 0.394700742984  1 8228
1071741506444  0.454179702728 0.454179702728 0.454179702728 0.594742915625 0.594742915625 0.594742915625 0.445820297272 0.445820297272 0.445820297272 0.605257084375 0.605257084375 0.605257084375  0 12206
1071741520664  0.3674882309 0.3674882309 0.3674882309 0.507242805635 0.507242805635 0.507242805635 0.3325117691 0.3325117691 0.3325117691 0.492757194365 0.492757194365 0.492757194365  1 12388
1071741535064  0.437240307702 0.437240307702 0.437240307702 0.48896391184 0.48896391184 0.48896391184 0.462759692298 0.462759692298 0.462759692298 0.51103608816 0.51103608816 0.51103608816  1 19621
1071741556704  0.313888804246 0.313888804246 0.313888804246 0.611062794151 0.611062794151 0.611062794151 0.386111195754 0.386111195754 0.386111195754 0.588937205849 0.588937205849 0.588937205849  1 3454
1071741562174  0.345846344232 0.345846344232 0.345846344232 0.402313897502 0.402313897502 0.402313897502 0.354153655768 0.354153655768 0.354153655768 0.397686102498 0.397686102498 0.397686102498  0 3920
1071741568104  0.548183226237 0.548183226237 0.548183226237 0.586723217956 0.586723217956 0.586723217956 0.551816773763 0.551816773763 0.551816773763 0.613276782044 0.613276782044 0.613276782044  1 5490
1071741575614  0.355497953697 0.355497953697 0.355497953697 0.520514409946 0.520514409946 0.520514409946 0.344502046303 0.344502046303 0.344502046303 0.479485590054 0.479485590054 0.479485590054  1 3387
1071741581016  0.446510082496 0.446510082496 0.446510082496 0.50403496899 0.50403496899 0.50403496899 0.453489917504 0.453489917504 0.453489917504 0.49596503101 0.49596503101 0.49596503101  1 3007
1071741586034  0.444659382615 0.444659382615 0.444659382615 0.612290297567 0.612290297567 0.612290297567 0.455340617385 0.455340617385 0.455340617385 0.587709702433 0.587709702433 0.587709702433  1 2489
1071741590534  0.545789025516 0.545789025516 0.545789025516 0.604254096761 0.604254096761 0.604254096761 0.554210974484 0.554210974484 0.554210974484 0.595745903239 0.595745903239 0.595745903239  1 4953
1071741597504  0.369531171981 0.369531171981 0.369531171981 0.572585292421 0.572585292421 0.572585292421 0.330468828019 0.330468828019 0.330468828019 0.627414707579 0.627414707579 0.627414707579  1 3092
1071741602604  0.340799837243 0.340799837243 0.340799837243 0.40231452052 0.40231452052 0.40231452052 0.359200162757 0.359200162757 0.359200162757 0.39768547948 0.39768547948 0.39768547948  1 2371
1071741606994  0.44042126864 0.44042126864 0.44042126864 0.495357673796 0.495357673796 0.495357673796 0.45957873136 0.45957873136 0.45957873136 0.504642326204 0.504642326204 0.504642326204  1 8277
1071741617294  0.460770259111 0.460770259111 0.460770259111 0.592026598779 0.592026598779 0.592026598779 0.439229740889 0.439229740889 0.439229740889 0.607973401221 0.607973401221 0.607973401221  1 2548
1071741621866  0.364507666863 0.364507666863 0.364507666863 0.518904740469 0.518904740469 0.518904740469 0.335492333137 0.335492333137 0.335492333137 0.481095259531 0.481095259531 0.481095259531  0 19744
1071741643626  0.355409625021 0.355409625021 0.355409625021 0.394753847301 0.394753847301 0.394753847301 0.344590374979 0.344590374979 0.344590374979 0.405246152699 0.405246152699 0.405246152699  1 2492
1071741648134  0.457521149735 0.457521149735 0.457521149735 0.511090803173 0.511090803173 0.511090803173 0.442478850265 0.442478850265 0.442478850265 0.488909196827 0.488909196827 0.488909196827  1 16805
1071741666954  0.317982525221 0.317982525221 0.317982525221 0.620032103784 0.620032103784 0.620032103784 0.382017474779 0.382017474779 0.382017474779 0.579967896216 0.579967896216 0.579967896216  1 2959
1071741671926  0.4566243824 0.4566243824 0.4566243824 0.591668082761 0.591668082761 0.591668082761 0.4433756176 0.4433756176 0.4433756176 0.608331917239 0.608331917239 0.608331917239  1 4385
1071741678326  0.313558388453 0.313558388453 0.313558388453 0.452513438924 0.452513438924 0.452513438924 0.386441611547 0.386441611547 0.386441611547 0.547486561076 0.547486561076 0.547486561076  1 4871
